Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
616,스튜디오 하트 하프집업 기모 오버 스웨트셔츠 4colors,LV.5 Syeon55,20일 전,오트밀/M,보통이에요,보통이에요,보통이에요,보통이에요,보들보들 가볍고 따뜻해요 사이즈도 잘 맞고 지퍼도 부드럽네요 만족합니당,"[""'//image.msscdn.net/data/estimate/3549640_0/gallery_655ec1c1850d8.jpg.list'""]",https://www.musinsa.com/app/goods/3549640,여성,162,61,셔츠
617,스튜디오 하트 하프집업 기모 오버 스웨트셔츠 4colors,LV.5 뉴비_4f6895eec380,26일 전,오트밀/XL,보통이에요,밝아요,선명해요,보통이에요,배송도 빠르고 제품도 맘에듭니다사이즈도 딱 맞고 특히 속기모가 완전부드러워서 좋아요 아무옷이나 잘어울려요,"[""'//image.msscdn.net/data/estimate/3549640_0/gallery_6555ffdda7545.jpg.list'""]",https://www.musinsa.com/app/goods/3549640,남성,182,70,셔츠
618,[SET]챌린지 후드티 조거팬츠 셋업,LV.3 뉴비_5b2c52746f90,2023.03.05,"챌린지 후드티_블랙/M
                                    
                                        , 챌린지 조거팬츠_블랙
                                    
                                        , M",보통이에요,보통이에요,선명해요,보통이에요,편하게 입고다니기 딱좋은거 같아요배송도 빨랐구요~~,"[""'//image.msscdn.net/data/estimate/2887393_0/gallery_640471f66bf6c.jpg.list'""]",https://www.musinsa.com/app/goods/2887393,남성,174,65,후드
619,[SET]챌린지 후드티 조거팬츠 셋업,LV.4 뉴비_273fcccd,2022.11.20,"챌린지 후드티_블랙/L
                                    
                                        , 챌린지 조거팬츠_블랙
                                    
                                        , L",보통이에요,보통이에요,보통이에요,보통이에요,바지에도 기모가 있는 줄 알았는데 없더라구요ㅠㅠ 그거 빼곤 셋업으로 깔끔하게 입기 딱 좋습니다!,"[""'//image.msscdn.net/data/estimate/2887393_0/gallery_637a191fc062f.jpg.list'""]",https://www.musinsa.com/app/goods/2887393,여성,174,59,후드
620,[SET]챌린지 후드티 조거팬츠 셋업,LV.3 뉴비_88f556f2d64f,27일 전,"챌린지 후드티_블랙/L
                                    
                                        , 챌린지 조거팬츠_블랙
                                    
                                        , M",보통이에요,보통이에요,보통이에요,얇아요,"상의는 L하의는 M사이즈는 적당하고 두번정도 세탁했더니 좀 줄어서 넉넉한게 좋으신분들은 한치수 큰걸 추천드려요.상의는 기모, 하의는 일반 두께라서 좀 아쉬웠지만 핏감 좋아서 재구매 예정이에요","[""'//image.msscdn.net/data/estimate/2887393_0/gallery_6555616b7d9f9.jpg.list'""]",https://www.musinsa.com/app/goods/2887393,남성,165,67,후드
621,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 뉴비_1dd770ad,2023.04.14,L(린넨),보통이에요,보통이에요,보통이에요,보통이에요,처음에는 너무 오버핏이라 걱정했는데 막상 입어보니 이쁘네요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_6438c156458bb.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,183,73,셔츠
622,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 귀신이고칼로링,2023.10.11,XL(린넨),커요,보통이에요,보통이에요,두꺼워요,생각보다 두께감이 있습니다. 오버핏이라 단추를 채우기 보단 오픈해서 레이어드하기 좋아요.,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_65269257e1aea.jpg.list'""]",https://www.musinsa.com/app/goods/994588,여성,172,52,셔츠
623,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.6 gg7049,2021.09.10,M,커요,보통이에요,선명해요,두꺼워요,린넨인데 두꺼워서 여름엔 못 입을 거 같아요요즘 쌀쌀할 때 딱이에요 출근룩으로 자주 입어요사이즈 큰데 오버핏으로 괜찮아요!,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_613b69614d763.jpg.list'""]",https://www.musinsa.com/app/goods/994588,여성,167,52,셔츠
624,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 @caesarceas,2023.06.25,M(옥스포드),커요,밝아요,선명해요,보통이에요,옥스포드로 구매했어요시티보이/캐주얼로 입으려 샀는데 찰떡콩떡이네요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_649816d9230c7.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,174,60,셔츠
625,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.4 똥꾸멍괴물,2020.05.27,M,커요,보통이에요,보통이에요,보통이에요,린넨 소재여서 시원해요 기본템으로 소장하기 좋은 것같고 오버핏이라 모델처럼 팔 두 번 접어입으면 예뻐요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_5ecdfebc5b834.jpg.list'""]",https://www.musinsa.com/app/goods/994588,여성,168,48,셔츠
626,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.7 Witty boy,2023.02.08,M(옥스포드),보통이에요,보통이에요,보통이에요,보통이에요,살짝 소매를 접어서 입어도 핏이 괜찮고 가성비로 좋은 것 같아요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_63e270ee23b18.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,178,70,셔츠
627,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 장92,2022.02.09,L,보통이에요,보통이에요,보통이에요,보통이에요,3년입은 교복같이 생겼어요 감사합니다 얇아요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_62022faf67bf1.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,181,81,셔츠
628,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.6 슬기로운아린,2020.07.08,M,보통이에요,보통이에요,보통이에요,보통이에요,기존에 입었던게 이염되서 한번 더 재구매했어요 괜찮은거 같아요,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_5f05139adcfd7.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,166,62,셔츠
629,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 rkddmswl,2022.11.14,M(린넨),커요,보통이에요,보통이에요,보통이에요,처음엔 촤르륵 핏 안나와서 마음에 안들었었는데 입다보니 걍 입고있어요!,"[""'//image.msscdn.net/data/estimate/994588_0/gallery_6371efe2c97a2.jpg.list'""]",https://www.musinsa.com/app/goods/994588,여성,165,55,셔츠
630,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],LV.5 뉴비_283cdfc8,2022.10.08,M(옥스포드),보통이에요,보통이에요,보통이에요,보통이에요,"편하게 입을 흰색 셔츠 찾다가 후기보고 구매했는데,기대 이상이네요. 소매가 긴편이라 접어 입으니 더 편안해 보이고 좋아요.","[""'//image.msscdn.net/data/estimate/994588_0/gallery_6340f7b827ded.jpg.list'""]",https://www.musinsa.com/app/goods/994588,남성,174,64,셔츠
631,아동) 독도의날 캠페인 폴라 플리스 집업_MKC4TC3004,LV.2 뉴비_67187ec61a7f,9일 전,IV/130,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 딱 맞아요내년에는 어려울것같아요아이가 좋아합니다봄가을용입니다,"[""'//image.msscdn.net/data/estimate/3610043_0/gallery_656d27e372fd6.jpg.list'"", ""'//image.msscdn.net/data/estimate/3610043_0/gallery_656d27e41b659.jpg.list'""]",https://www.musinsa.com/app/goods/3610043,여성,120,20,집업
632,[2PACK] 올데이 모크넥 니트 티셔츠 (6Color),LV.3 뉴비_7bbff6e394fe,10일 전,"블랙/100
                                    
                                        , 모카_100",보통이에요,보통이에요,보통이에요,보통이에요,가을 외출용 또는 겨울철 실내복으로 적당한 두께입니다. 저렴한 가격에 디자인도 무난합니다. 평소 100을 입는데 정사이즈이며 가볍고 착용감도 괜찮습니다.,"[""'//image.msscdn.net/data/estimate/3634974_0/gallery_656b09f812492.jpg.list'""]",https://www.musinsa.com/app/goods/3634974,남성,167,63,셔츠
633,[2PACK] 올데이 모크넥 니트 티셔츠 (6Color),LV.3 청록신건우,11일 전,"블랙/100
                                    
                                        , 차콜_100",보통이에요,보통이에요,보통이에요,보통이에요,품질이 좋습니다. 색깔별로 구매해야겠어요 강추강추,"[""'//image.msscdn.net/data/estimate/3634974_0/gallery_656a67e553d93.jpg.list'""]",https://www.musinsa.com/app/goods/3634974,남성,170,71,셔츠
634,여성) 에코베로 터틀넥 긴팔티_PHC4TU2110,LV.3 멤버_d174c382d56d,19일 전,BR/90,보통이에요,밝아요,흐려요,얇아요,색상이 연하고 얇은 편이라 이너로만 입어야겠어요.,"[""'//image.msscdn.net/data/estimate/2865284_0/gallery_655f5eb5074d0.jpg.list'""]",https://www.musinsa.com/app/goods/2865284,여성,159,50,긴팔
635,오버핏 블룸 스웨트 셔츠-오트밀,LV.4 뉴비_22ff875c,2022.08.31,M,커요,보통이에요,보통이에요,보통이에요,너무 예쁘고 마음에 들어요 조금 크긴 한데 그래도 예뻐요,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_630f01abe7b2a.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,158,52,셔츠
636,오버핏 블룸 스웨트 셔츠-오트밀,LV.2 뉴비_6d0836907c42,2022.10.07,M,커요,보통이에요,보통이에요,보통이에요,여성분들에게 생각보다 커요! 프린트는 예쁘고 오버핏으로 입고 다녀야 겠네요~,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_63403dfa54f56.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,164,54,셔츠
637,오버핏 블룸 스웨트 셔츠-오트밀,LV.6 도란둘둘,2022.10.05,M,보통이에요,보통이에요,보통이에요,보통이에요,예뻐요 가성비 좋아요 추천입니다 추투더천드려요,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_633d07f9355a3.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,162,60,셔츠
638,오버핏 블룸 스웨트 셔츠-오트밀,LV.3 이쁜 서혀니,2023.03.31,M,커요,보통이에요,보통이에요,보통이에요,배송 오류와 누락 문제가 있어서 시간이 꽤 걸렸어요 그리고 받아봤더니 생각보다 크더라구요! 그래도 오버핏 제품이라 입으면 예뻐요,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_64269d255cd73.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,168,58,셔츠
639,오버핏 블룸 스웨트 셔츠-오트밀,LV.4 뉴비_3b660457,2023.03.20,(기모)M,커요,보통이에요,보통이에요,보통이에요,목이 잘 늘어나요.. 몇 번 안입었는데도 목이 엄청 늘어나서 살짝 당황 그런면에서 가성비는 떨어지는 것 같아요,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_64183308742e2.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,168,50,셔츠
640,오버핏 블룸 스웨트 셔츠-오트밀,LV.5 뽀득뽀드득,2022.12.21,L,보통이에요,보통이에요,보통이에요,보통이에요,핏이 진짜 예뻐요. 오트밀 색감도 좋고 가운데 꽃 무늬 포인트도 예쁘네요 ㅎㅎ,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_63a252a7101dc.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,남성,170,70,셔츠
641,오버핏 블룸 스웨트 셔츠-오트밀,LV.6 휴으링,2023.01.31,(기모)M,보통이에요,보통이에요,보통이에요,보통이에요,상의 95-100정도 입는데 m사면 넉넉하게맞아여,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_63d82d861f7e4.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,167,58,셔츠
642,오버핏 블룸 스웨트 셔츠-오트밀,LV.5 MR. Chu,2023.01.01,(기모)XL,보통이에요,밝아요,보통이에요,보통이에요,갈색 바지랑 같이 입고 싶어서 사게 됐는데 생각보다 사이즈도 넉넉하고 목도 잘안늘어나서 좋은것 같아요 ㅎㅎ,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_63b187967b7b4.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,남성,182,78,셔츠
643,오버핏 블룸 스웨트 셔츠-오트밀,LV.7 빵신사,2023.04.05,M,보통이에요,보통이에요,보통이에요,보통이에요,그래픽이 취향 저격이라 구입하게 되었습니다.오트밀 컬러라 여러 스타일로 입을 수 있어 아주 만족하고 있습니다.,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_642d6b5d5f8e0.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,남성,175,80,셔츠
644,오버핏 블룸 스웨트 셔츠-오트밀,LV.4 삶은감자다,2022.12.30,(기모)M,보통이에요,보통이에요,보통이에요,보통이에요,기모가 들어가 있어서 따뜻하고 귀여워요편하게 입고싶을 때 좋아용,"[""'//image.msscdn.net/data/estimate/2697717_0/gallery_63ae80797314c.jpg.list'""]",https://www.musinsa.com/app/goods/2697717,여성,158,50,셔츠
645,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.7 아들 옷사줌,2023.05.25,M,보통이에요,보통이에요,보통이에요,보통이에요,옷 자체는 좋고 무난하고 좋습니다 꼭 사세요 추천드립니다,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_646f247f686b0.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,178,60,반팔
646,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.4 태겨잉,2022.07.18,L,보통이에요,보통이에요,보통이에요,보통이에요,기본 면티가 필요했는데 탄탄하고 재질 좋고 두꺼워서 단품으로 입기 좋았어요 !!,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_62d4c83965392.jpg.list'"", ""'//image.msscdn.net/data/estimate/2448069_0/gallery_62d4c841a25c8.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,185,68,반팔
647,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.4 코딩못하는컴공과학생,2023.07.11,M,작아요,밝아요,선명해요,보통이에요,"기본템니 없어서 구매하게 되었고, 체격이 조금 있는 편인데 소매를 조금 접으니 살짝 타이트하네요 머슬핏이 아닌데 거의 머슬핏 느낌이 나오네요전체적으로 핏은 만족해요 젖꼭쥐쓰가 살짝 보일랑 말랑 하는데 완전 띠용 하고 보일려고하는건 아니고 스낏스낏 보일랑 말랑해요 그냥 자주 입을거같아요. 추천추천","[""'//image.msscdn.net/data/estimate/2448069_0/gallery_64ad35c3cf3d3.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,170,72,반팔
648,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.5 헐지금비옴,2022.04.19,XL,보통이에요,보통이에요,보통이에요,보통이에요,목이 짱짱하니 좋습니다 비침은 좀 있네요 근데 옷을 비닐포장 하지않고 배송포장하셨네요 ㄷㄷ,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_625ea5328e0ae.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,171,60,반팔
649,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.6 건방진고씨,2022.11.08,3XL,보통이에요,보통이에요,보통이에요,보통이에요,프린트스타 처음 구매해 보는데 원단도 두껍고 기장도 길어 만족 합니다~,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_636a4aa472c8d.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,190,85,반팔
650,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.4 아바라:,2022.11.23,XL,보통이에요,보통이에요,보통이에요,보통이에요,레이어드 티를 찾다가 오신분들은 사이즈 잘고르세요. 평소에 라지 입으신 분은 한치수 무조건 크게 가세요.. 무조건!! 크면 줄이면 되지만 작으면 늘리는 안됩니다!핏 장난 아닙니다. 레이어드 아니여도 흰티만 입어도 충분할듯!! 재구매할 의사 100프로!!,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_637d80febf263.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,172,71,반팔
651,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.4 3iiw3,2022.09.25,M,보통이에요,보통이에요,선명해요,보통이에요,"단품으로만 입어도 제3의 눈이 개방 안해서 좋네요,,ㅎㅎ 그래서 다른 반팔에 비해 약간 도톰하고, 조직감도 탄탄해요. 그렇다고해서 입었을 때 덥지는 않아요. 세탁했을 때 목부분 늘어남도 없어서 좋네요.","[""'//image.msscdn.net/data/estimate/2448069_0/gallery_63300fef10188.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,170,60,반팔
652,7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티_화이트,LV.6 뉴비_8dfcd62f,2022.06.18,XL,커요,밝아요,보통이에요,두꺼워요,무탠다드보다 낫네요 비싸서 그런가그리고 레이어드용으로 적합합니다,"[""'//image.msscdn.net/data/estimate/2448069_0/gallery_62ad576fc75ed.jpg.list'""]",https://www.musinsa.com/app/goods/2448069,남성,178,73,반팔
